남북정상회담에 대해서는 적극적인 환영입장을 밝히면서도 정략적인 이벤트성 만남이 되어서는 안된다고 했다.,0
이에 따라 이번 청와대-백악관 레벨의 협의를 통해 현재 북핵 해결을 위한 6자회담이 재개되지 않은 상태에서 불거진 남북정상회담의 의미와 성격을 놓고 양측간 조율이 이뤄질 가능성이 높다는 관측이 나오고 있다.,0
그는 이명박 대통령의 세종시 백지화로 대한민국은 약속이 지켜지지 않는 나라, 미래를 설계할 수 없는 불량국가가 됐다고 비판했다.,0
다만 결국 여론조사에서 앞서는 오 시장을 밀어야 한다는 의원과 여당에 대한 견제론이 거셀 것으로 예상되는 가운데 당내 경선의 흥행을 위해 원 의원 등 대체주자를 키워야 한다는 흐름도 있다.,0
20명의 정씨 의원을 회원으로 두고 있는데 절반 가까이가 여야의 주요당직을 맡게됐다.,0
자유선진당 이회창 총재는 북한이 해안포를 발사해도 좋으니 우선 만나고 보자는 말로밖에 들리지 않는다 고 날을 세웠다.,0
한-안-김이 포토라인에 나란히 선 것은 광역단체장의 친노라인을 의식적으로 부각시킬 목적에 따른 것으로 알려졌다.,0
또 국회예산결산위원회를 상설화하자고 제안했다.,0
선진당, 오늘 창당 2주년.,0
적어도 연내에는 남북정상회담이 이뤄질 수 있다는 확신 없이는 국정최고책임자가 외신인터뷰에서 이같은 언급을 하기 힘들다는 관측이 지배적이다.,0
아울러 교육과학기술부 내에도 교육개혁 현장착근 지원협의회 가 신설된다.,0
미국 스텐포드대, 이스라엘 와이즈만연구소, 중국 칭화대 등도 기술지주회사를 세워 R&amp;D의 성과를 민간에 체계적으로 이전(spin-off)하고 있다.,0
원내대표에는 정의화 남경필 이병석 의원이 거론된다.,0
박 의원은 민주당 정책위의장을 역임한 바 있다.,0
매니페스토본부는 정치권은 소모적 갈등과 분열만 증폭시키고 있다 며 유권자들이 공약과 후보를 제대로 살펴볼 수 있도록 최소한 선거 60일전까지 각 정당의 후보를 확정하고 정책 공약을 발표하라 고 촉구했다.,0
광역단체장 기본적으로 경선해야 수도권 3곳 승리 자신 한나라당 정병국(사진) 사무총장은 6월 지방선거를 진두지휘하느라 분초를 아끼며 뛰고있다.,0
G20정상회의가 향후 새로운 국제경제질서를 재편방향을 가늠짓는 회의체 역할을 할 것이란 점에서 의미가 적지 않다.,0
민주당 원내대표를 위해 뛰고 있는 한 의원은 서울시장이 밀리면 구청장 시의원들도 한꺼번에 밀리기 때문에 재판을 받으면서 선거를 뛰어야 하는 한 전 총리를 단독으로 추대하는 것은 위험하다고 말했다.,0
한편, 국회에는 모두 60개의 의원 연구단체가 등록돼 있고 매년 교수 등 외부전문가로 구성된 평가위원회가 정책개발과 의원 입법 활동 등을 평가해 우수단체를 선정하고 있다.,0
이방호 전 의원이 출마를 선언한 가운데 김성호 전 국정원장이 출마를 고심하고 있는 것으로 알려졌다.,0
또 시장 떡볶이 집 등 서민에게 인기 있는 동네 명물가게 지역구를 기반으로 성공한 중소기업 소개와 경영자 인터뷰 구로 재래시장 탐방기 등이 실려 있다.,0
당내 도전자들과 한나라당, 진보정당 등이 김완주 지사체제의 문제점 등을 들춰내 공세를 강화할 예정이지만 정책적 쟁점으로 떠오를지는 미지수다.,0
의총은 절차적 절충을 위한 자리에 불과하다는 것이다.,0
법원이 판교신도시 임대아파트 표준임대보증금 초과분을 둘러싸고 입주민들이 건설사를 상대로 낸 소송에서 입주민 손을 들어줬다.,0
검찰 관계자는 복잡하지만 하나하나 정리해가는 단계 라며 공금횡령에는 S건설과 신흥학원의 관계가 작용한 것으로 보인다 고 밝혔다.,0
한나라당은 대법관의 과중한 업무 부담을 완화하기 위해 대법원의 법률심 성격을 강화하고, 나아가 대법관의 수를 늘리는 문제를 검토하기로 했다.,0
검찰 경찰강압 못이겨 허위자백 무혐의 석방.,0
천안외국인교도소에는 27개국 587명의 외국인 재소자와 내국인 재소자 263명이 같이 생활하게 된다.,0
구청 건축과 관계자는 효성 측이 허가를 받아놓고 이 업무시설을 어떻게 이용할지를 결정하지 않아 공사가 늦어진 것으로 안다 며 삼성 건물처럼 일부 파일을 박아놓은 상태에서 허가를 취소할 수는 없었다 고 밝혔다.,0
은퇴시점에 귀농 고민 많아 지난해에는 귀농인 중 순소득 1억원 달성 농가도 탄생했다.,0
120여건의 다른 재판이 진행 중인 키코 소송 첫 판결에서 법원이 은행에 배상 책임이 없다 며 은행 승소 판결을 내렸다.,0
경찰은 이와함께 3.1절을 전후해 전국 주요 도로 곳곳에서 기승을 부릴 것으로 예상되는 폭주족들에 대한 효과적인 단속 방법은 물론 예방대책도 준비 중이다.,0
김 신부는 정진석 추기경이 평소 김 추기경이 자신을 바보 라고 표현했으니 이를 이름으로 하자는 의견을 냈다 면서 이름을 지은 후 2007년 김 추기경이 자신의 얼굴을 그리고 그 아래 바보야 김수환 자화상 이라고 쓰셨던 그림을 로고로 쓰기로 했다 고 설명했다.,0
자문위는 장기적인 법관임용 방향에 대해 변호사 등의 법조경력자를 법관으로 임용하는 전면적인 법조일원화 방안이 바람직하다는 의견을 밝혔다.,0
이번 설명회는 현지 진출 기업들이 법과 제도에 대한 전문적인 지식부족으로 어려움을 겪고 있다는 점을 감안, 장기간 회사 분쟁을 담당했던 현직 베트남 법무부 공무원을 초청해 구체적인 분쟁 해결 노하우와 대응 요령을 제공했다.,0
최 씨는 돈을 잃어버렸다는 생각에 앞이 캄캄했지만 다음날 아침에 문을 두드리는 소리가나 나갔더니 기사분이 찾아와 지갑을돌려줬다며가방과 현금을 찾아 준 택시기사에게 감사한 마음 뿐이라고 말했다.,0
이날 채택한 의견서는 수 십변간 개발제한구역 등 규제에 묶여 재산권 행사를 못하고 있던 주민들이 강제수용으로 인해 이중피해를 겪고 있어 이에 대한 피해 최소화를 위해 제안됐다.,0
여론조사 사전신고 의무는 여론조사를 빙자한 사전선거운동을 규제하여 선거의 공정성을 높이기 위해 지난 1월 25일자로 개정공포된 공직선거법에 따른 조치다.,0
"구리시 '한 도시, 한 책 읽기'로 독서 열풍 이어간다".,0
이건희 전 회장, "모든 국민이 정직했으면 좋겠다".,0
현대차는 24일 신형 쏘나타의 도어 잠금장치 결함을 해결하기 위해 국내와 미국에서 자발적 리콜을 실시한다고 밝혔다.,0
디아는 현재 두 번째 싱글앨범 0.5 caret의 타이틀곡 'Another boy'로 활동 중이다.,0
`공신', 유승호-고아성 키스에 시청률 1위.,0
하지만 유승호와 고아성은 키스신을 찍지 않았다.,0
가희의 이러한 모습을 본 MC 강호동과 이승기가 조는 이유에 대해 묻자 가희는 어제 '강심장' 녹화 연습했다고 대답, 이에 강호동이 밤새서 연습했는데 정작 녹화서 자고있다고 말해 스튜디오를 웃음바다로 만들었다.,0
서경석 "칼국수 집 부업 아니다" 해명.,0
또 서울 이화여고 100주년 기념관에서 첫 쇼케이스를 갖고, 타이틀곡 '바라보다'를 발표한다.,0
아내 서정희도 유명한 집 자녀가 아니라는 것도 마음에 들었고 촌스럽다는 것도 마음에 들었다며 사위에 대한 마음을 밝혔다.,0
이어 첫째 때와는 달리, 둘째 임신으로 입덧을 하면서 고생을 하고 있다는 정선경의 근황도 함께 알려졌다.,0
블랙 아이드 피스를 비롯하여 레이디 가가, 마릴린 맨슨, 디타 본 티즈, 존 카메론 미첼 등 패션에 까다롭기로 유명한 대형 스타들이 이주영 디자이너의 옷을 찾았다.,0
조권이 속한 그룹 2AM의 신곡 '죽어도 못 보내' 뮤직비디오 내에서 두 사람은 키스신을 촬영했다.,0
결국 소녀시대는 2PM 택연과 송승헌 중 최종 이상형으로 송승헌을 선택했다.,0
SBS `일요일이 좋다-패밀리가 떴다' 방송화면,0
KBS 외에 SBS에서는 15세 이상 관람가 판정을 받았으며, MBC는 현재 심의결과를 기다리고 있는 중인 것으로 알려졌다.,0
한편 '롤코'의 '10minutes'은 오는 구정 연휴 특집으로 영화 '좋은놈, 나쁜놈, 이상한 놈' '두사부일체' '살인의 추억' '타짜' 4편을 재구성, 상영할 예정이다.,0
이 둘은 이현경이 뮤지컬 음악을 배우기 위해 연습실을 방문했다가 알게 된 후 서로에게 호감을 느끼면서 연인사이로 발전한 것으로 알려졌다.,0
설운도 아들 이유, "초등학교 때 왕따였다" 고백.,0
이외에도 김현철PD는 아마존에 가기 전 장난감을 사달라고 조르는 아들에게 사주지 않았다.,0
몸짱인 울 아빠~ 루키도 아빠처럼 되려면~ 휴~라며 귀엽게 한숨 쉬었다.,0
가인은 첫 소개팅 남자가 힙합듀오 마이티 마우스의 쇼리J 라고 공개.,0
이후 장동건은 3월 6일 서울 삼성동 코엑스 오디토리움에서 열리는 팬미팅에서 처음으로 고소영과 결혼에 대한 언급을 할 것으로 전해졌다.,0
이날 기자회견에서 임호는 예비신부와의 결혼소식을 전하고, 결혼하기까지의 에피소드를 공개할 것으로 알려졌다.,0
전영미 완벽 `전원주' 성대모사로 `세바퀴' 깜빡 속아.,0
한혜진에 대해서는 모든 사람들이 '한혜진씨 예뻐 ?,0
이어 전혜빈은 하지만 집안에 문제도 생겼고, 남자친구와도 헤어졌다며 당시 통장 잔고는 바닥이 났다고 덧붙였다.,0
2PM 안무팀장 "택연 `찢택연' 싫다더니 안시켜도 해" 폭로.,0
역시 명품 배우 오지호 장혁 못지 않다.,0
이어 tvN 롤러코스터 프로그램에서 정가은과 함께 출연하는 박보드레는 정가은은 정말 야하다.,0
정양은 두 작품 모두 오랜 공백 기간 끝에 제게 주어진 가장 큰 선물이다며 부족한 점이 많았지만 감독님 외 모든 제작진과 동료 배우들이 너무 잘해줘서 마음 편히 연기할 수 있었다.,0
이 과정에서 수리가 든 명품 가방이 카메라에 포착됐는데, 이 가방은 850달러(한화 약 90만원) 상당의 '페라가모 소피아 백'으로 전해지고 있다.,0
씨엔블루의 소속사 측도 방송사고는 없었다고 해명한 것으로 전해졌다.,0
빅마마, 5집 발매전 선공개 화제 하루만 레인보우드림 공개.,0
한편 故 배삼룡 씨의 빈소는 서울 풍납동 아산병원에 마련됐으며 발인은 27일 오전이다.,0
앞서 음반을 발표하자마자 두 시간 만에 10만 건의 조회수를 기록한 소녀시대의 'Oh' 뮤직비디오 못지않은 기록이다.,0
슈는 결혼 준비도 중요하지만 웨딩업체들과 뜻을 나누고 싶다는 마음을 전했고 결혼 후에도 도움의 손길을 원하는 아이들을 위해 지속적인 모금행사는 벌일 계획이라고 밝혔다.,0
이후 여행에서 돌아온 현경은 보석과 함께 병원에서 진료를 받았고 현경-보석 부부는 의사로부터 축하 드립니다.,0
구하라 VS 노주현 "같은 가발 다른 느낌".,0
한편 박선영은 1996년 KBS 슈퍼탤런트 선발대회에서 대상을 수상, 연예계에 데뷔했다.,0
이에 앞서 박재범은 오는 4월 2PM의 앨범 발매 시기에 맞춰 복귀 준비를 하고 있었으며 2월 셋째주 귀국해 기자회견을 열기로 한 터, 그의 팬들은 공황상태에 빠졌다.,0
이런 JYP 측 입장표명에 연예인 X파일 원더걸스 선미와 재범의 관계 등 추측성 글이 인터넷에 올라오고 있다.,0
홍콩 차이나켐 그룹의 니나왕 전 회장이 남긴 1천억 홍콩달러의 유산을 놓고 차이나켐 자선기금과 '이니이나 왕의 숨겨진 애인'임을 자칭한 전속 풍수지리사간의 상속재판이 3년만에 승자와 패자가 결정됐다.,0
김 의장은 이날 2월 임시국회 개회사를 통해 세종시로 인해 국론이 분열되어서는 결코 안 된다며 이같이 말했다.,0
이어 '이 대통령의 일천한 정치 경력과 정치에 대한 잘못된 편견 때문에 정치가 실종됐다'는 비판에 대해 그는 정치로만 평생을 살다시피 한 직업 정치인들이 주축을 이루고 있는 민주당이 하는 것이 겨우 국정 발목잡기냐고 되받아쳤다.,0
정 총리는 이날 국회 대정부 질문에서 한나라당 유정복 의원의 충청도민들이 정부의 말을 믿지 않는다고 하는데 어떻게 보느냐는 질문에 이같이 답했다.,0
친박연대 서청원 전 대표, 의정부교도소 재수감.,0
다만 정 총리는 정치권 일각에서 제기되고 있는 '일자리 추경' 편성 주장에 대해선 민간부문의 경기회복과 정부의 적극적인 정책이 가시화된다면 고용사정이 개선될 것으로 예상되기 때문에 현 단계에선 검토하고 있지 않다며 재정건전성에 대한 고려도 해야 하기 때문에 더 그렇다고 잘라 말했다.,0
또 민주노동당 서버 압수수색은 정당의 당원 명부를 통째로 뒤지고 당의 모든 투표내역을 들여다보겠다는 것으로, 이는 정당정치를 부정하고 비밀투표로 대표되는 민주주의의 근간을 훼손하는 반민주, 반헌법적 행위라고 지적했다.,0
한나라당 사법제도개혁특위 산하 법원소위 위원장인 여상규 의원은 이날 브리핑을 통해 "국민 신뢰와 사랑을 받는 사법부로 거듭 태어날 수 있도록 하는 제도개선 방안을 확정했다"고 밝혔다.,0
민주당 김춘진 의원도 과거의 약속을 지키는 것과 미래에 대한 책임은 선택의 문제가 아니라고 생각한다.,0
이어 민주당은 어떻게 국민에게 희망을 드리고 새해에는 국민을 조금이라도 편안하게 할 지에 역점을 두고 모든 노력을 기울이겠다며 일자리 만드는 것부터 물가안정, 서민경제 안정을 위해 모든 노력을 기울이겠다고 다짐했다.,0
김수환 추기경 선종 1주기 정치권도 추모.,0
18일 오전 국회 한나라당 대표실에서 열린 최고위원회의에서 안상수 원내대표와 허태열 최고위원이 정몽준 대표를 가운데 두고 이야기를 나누고 있다.,0
그는 판결 내용이 너무 황당해서 더 언급하고 싶지 않다며 이번 판결이 시사하는 바는 전교조라는 이념편향세력에 의해 교육현장 곳곳에 왜곡된 이념의 씨앗이 뿌려져왔고 지금도 뿌려지고 있다는 것과 비상식적이고 국가정체성을 부정하는 판결이 사법부에서 계속 생산되고 있다는 것이라고 지적했다.,0
김 의원은 18일 기자회견을 열어 세종시 원안의 이전 대상인 9부 2처 2청 대신 헌법상 업무상 독립적인 7개 정부 기관을 이전하는 내용의 절충안을 제시하며 박 전 대표에게 "관성에 젖어 바로 거부하지 마시고 한번쯤 심각한 검토와 고민을 해주시길 부탁드린다"고 호소했다.,0
의총을 통해 세종시 수정안으로의 당론 변경을 꾀하고 있는 친이계는 국가균형발전, 수도권 과밀해소, 정부부처 이전에 따른 행정 비효율 등의 문제를 해결하기 위해선 세종시 수정안만이 유일한 해법임을 강조할 예정이다.,0
한나라당 친박계 유정복 의원이 23일 오후 국회에서 열린 의원총회에서 정몽준 대표최고위원의 이명박 대통령과 박근혜 전 대표와의 면담 발언과 관련해 이야기를 하고 있다.,0
이어 경찰은 PC방 업주에게 영장을 제시했고, PC방 업주을 영장집행에 참여시켰느냐며 도대체 왜 경찰은 왜 영등포 경찰서를 나서서 PC방을 찾아간 것이냐고 반문했다.,0
노 대변인은 집권 세력 내의 정파간 이해관계를 위해 개헌을 정략적으로 이용한다면 절대 성공할 수 없다며 개헌은 국민적 공감대 위에서 논의돼야 하며, 어떠한 경우에도 당리당략에 근거한 정략적 접근으로는 성공할 수 없다고 강조했다.,0
민주노동당과 진보신당 역시 안병만 장관과 이주호 차관의 사퇴를 촉구하는 등 무상급식과 교육비리를 의제화에 당력을 모으고 있다.,0
행정안전부는 '지방자치단체 통합 및 지원 특례법에 대한 수정안'이 2일 국무회의를 통과했다고 밝혔다.,0
예전 70~80년대 건물들은 고층 건물을 제외하고는 지진에 전무한 실정이며 지진에 대비하여 설계했다는 건물들도 진도 5~6에 대비한 내진 설계로 강진에는 대책이 없는 실정이라고 보아야 할 것이다.,0
한편, 지관스님은 지난달 19일 밤 자정쯤 용화사 앞에서 의왕경찰서 소속 김 모 경사와 경기청 전투경찰대 소속 이 모 경사로부터 폭행을 당해 부상을 입었다.,0
이날 강서지회장에 임명된 최복숙 서울시 강서구의회 부의장은 30년 전 우연히 알게 된 명승희 총재와의 인연으로 '무궁화 운동'을 시작하게 됐다며 나라에 봉사하는 애국의 마음으로 지회를 이끌겠다고설명했다.,0
경찰은 아파트 내 폐쇄(CC-TV)회로 분석을 통해 김양이 혼자 옥상 쪽으로 올라가는 모습을 확보했다.,0
자신의 집 지하 계단에 목을 맨채 숨진 A씨는 부인이 최초로 발견해 경찰에 신고했다.,0
드레이퍼리 실버 드레스, 메탈 글라스 비즈 뱅글, 글라스 비즈 장식이 화려한 오픈토 힐 y m양성숙.,0
선글라스 35만원 비비안웨스트우드by다리인터내셔날.,0
체크 벨티드 코트 40만원대 아야모리에.,0
네이비 블레이저 가격미정 TNGTW. 화이트 드레스셔츠 12만8천원 아니베팜프.,0
가입한 지 5년 이내에 중도해지할 경우에는 2%의 해지가산세를 물어야 한다.,0
별을 따다줘 후속으로 오는 3월 방송 예정인 이번 드라마에서 문정희는 그동안 뮤지컬무대에서 쌓은 풍부한 경험을 모두 쏟아낼 계획이다.,0
오소영은 이날 공연에서 앨범에 참여했던 오리지날 밴드와 함께 무대에 올라 2집 수록곡 아름다운 너 를 비롯해 1집의 기억상실 , 덜박힌 못 등 자신의 노래뿐 아니라 선배가수 조동진의 겨울비 , 장필순의 나의 외로움이 너를 부를 때 등을 라이브로 선사할 예정이다.,0
배두나가 180도 다른 놀라운 변신은 평소 백현(유승호 분)에 대한 열렬한 외사랑 을 외쳐온 현정( 지연 분)이 백현과 풀잎(고아성 분)의 다정한 모습을 지켜본 후 자포자기 상태에 빠져 불량소녀들과 함께 어울리는 현정을 위기에서 구하기 위한 것.,0
부산 남포동 일대와 자갈치 시장 일대, 그리고 서울의 영등포 등을 오가며 지난 9일부터 12일까지 나흘간 올로케이션으로 E-TRIBE 엄마 와 ZE:A의 Mazeltov 의 뮤비를 연출한 오세훈 감독이 메가폰을 잡아 진행된 이번 뮤비에서 원투 송호범과 오창훈은 정경호, 전세홍과 함께 프로 연기자 못지 않은 열연을 펼쳤다.,0
싸이월드 동영상코너에 올라온 이 영상은 양정승이 2집 정규음반 제너레이션 의 타이틀곡 밤하늘의 별을 을 작곡하는 과정이 기록영상으로 담겨 소개되면서 6만여 명이 넘는 조회수를 기록해 화제의 동영상으로 떠올랐다.,0
비타샵 은 장 건강에 효과가 큰 김치유산균을 특수 코팅해 주는 토비코만의 기숙 노하우가 적용돼 있다.,0
특히 락휴가 사랑을 받는 이유는 할아버지에서부터 손자까지 온가족이 모여서 노래를 부를 수 있는 깨끗한 공간과 함께 온가족이 모여서 파티를 즐길 수 있는 공간으로 새롭게 자리매김했기 때문.,0
김연아는 완벽한 연기로 전국민과 세계인의 눈물을 훔쳐내고 말았다.,0
알앤디클럽의 권영찬 대표에 따르면, 모든 예비 부부들은 자신들이 주목받을 수 있는 예식장을 원하면서도 합리적인 가격대를 원한다.,0
여상규 의원은 지자체의 재정여건을 고려하지 않고 지방선거 비용 전액을 부담시키는 것은 지방의 현실을 고려하지 못한 것이라고 개정안 추진이유를 밝혔다.,0
김씨는 이후에도 기초생활수급자나 차상위의 등록과 지원에 대한 설명을 들어본 적이 없었다.,0
지역정가에서는 박 의원과 김 전 의원과의 관계 등을 감안할 때 후보가 대폭 교체될 가능성이 높으며, 대략 구청장 및 시의원 중 1명, 구의원 중 2~4명이 살아남을 가능성이 있는 것으로 보고 있다.,0
부산 해운대구는 2일 장산 순환 허리길에 지난달 말 친환경소재인 나무의 결을 살린 솟대 모양의 안내판 설치를 최근 마무리했다고 밝혔다.,0
하지만 자체 조사결과, 실제 이 발언은 강 대사가 119 구조대원을 의식한 게 아니라 유엔 사무총장특별대표와의 면담결과를 전하는 내용이었는데 보도에선 면담결과라는 부분을 소개하지 않았다.,0
산성마을은 그동안 약수와 지하수에 의존하는 바람에 수질 오염 사고에 대한 우려가 제기돼 왔다.,0
경찰이 측정한 당시 A 씨의 혈중알코올농도는 0.157%의 상태였으며 다행히 반대차로에 차량이 지나지 않아 추가 피해는 없는 것으로 조사됐다.,0
부산 남구청 공원관리계 김성희씨는 지난해말 등산로와 산책로를 정비한 후 주말엔 가족 관광객을 비롯, 평균 3천여명이 찾고 있다며 멀리서 부산을 찾는 관광객들을 위해 편의시설을 계속 보완할 예정이다고 말했다.,0
일본 민주당 오자와 이치로(小澤一郞 사진) 간사장의 자금관리단체인 '리쿠잔카이'의 토지구입을 둘러싼 사건을 수사 중인 도쿄지검특수부는 오자와 간사장을 불기소하는 방침에서 최종 검토를 하고 있는 것으로 알려졌다.,0
2일 오후 이곳을 지나던 직장인 조익희씨는 차들이 마구 달려 상당히 위험했는데 옹벽을 새롭게 단장하고 나서 위험도 줄고, 분위기도 좋아졌다고 했다.,0
3일 CNN과 BBC 등 외신에 따르면 로버트 게이츠 미국 국방장관은 동성애자들의 공개적인 군 복무를 제한해 온 조치를 폐지하기 위해 본격적인 검토작업에 착수하겠다고 2일 밝혔다.,0
김성환 사장은 '타임머신' 입장료를 받지 않는다.,0
물론 '한나라당 공천을 받지 못한다면'이라는 단서가 붙어 있다.,0
지난달 소비자물가는 유가상승과 폭설한파 등으로 인한 농축수산물 가격 상승 등으로 지난해 4월(3.6%) 이후 가장 큰 폭으로 올랐다.,0
'1분기 상승추세, 2분기 고점'을 예상했던 대신증권의 경우 2월 전망을 통해 코스피지수가 글로벌 출구전략에 대한 불확실성 부각과 차익실현 욕구 증가 속에서 비교적 높은 변동성을 보일 수 있다며 16001700선 사이에서 지수가 등락할 것이라고 내다봤다.,0
달리는 KTX와 충돌했지만 별다른 상처를 입지 않은 50대 남자가 10여년 전에도 추락사고에서 목숨을 건졌던 것으로 알려져 화제다.,0
헤이트 발렌타인데이 (4일 개봉) 감독 니아 발다로스(No Experience Necessary) 출연 니아 발다로스, 존 코벳 내용 골드 미스 연애 고수와 쑥맥 남자는 데이트 5번만 하고 헤어지는 계약 연애에 합의한다.,0
특히 부산은 외할아버지의 고향이고 마산에서 태어난 어머니가 자란 곳이기도 합니다.,0
반전 노래 '내가 가장 예뻤을 때'와 지금 일본에서 인기를 끌고 있는 '작은 사랑의 노래' 등 모두 7곡을 부른다.,0
경찰에 따르면 이들은 A양에게 구걸을 시켜 100만원 상당을 뜯어냈다.,0
경남에서는 문성현 전 금속노조연맹위원장이 민노당의 창원마산진해통합시장 후보로 나설 것으로 알려졌다.,0
유럽은 지금 '파업 모드'.,0
이 영화는 캐스팅 단계에서 주연 배우들의 동성애 올 누드 연기로 논란이 됐는데, 주연 배우 장쯔이(31)가 중도 하차하고 여주인공으로 물망에 오른 서기(34)도 노출 부담으로 출연을 고사해 화제가 됐다.,0
부산시교육청은 배정 대상자가 부족한 학군에는 학급당 정원을 줄이고 초과 학군은 정원을 늘리는 등 정원 조정으로 배정을 마쳤다.,0
이런 삼성전자가 요즘 비상이 걸렸다.,0
5일 방송되는 MBC 드라마넷 '식신원정대'에 초대된 준코는 한국 이름을 가지고 싶어 순자라는 정감가는 이름을 선택했다며 그렇다고 귀화한 것은 아니다라고 말했다.,0
양 소방위는 그 화재로 오른쪽 다리를 크게 다쳤다.,0
에미레이트 항공이 지난해 12월 '하늘의 특급호텔'이라고 불리는 A380을 인천과 두바이 노선에 투입하는 등 국내서도 F급 대형 항공기 운항이 이뤄지고 있으나 기상악화시 회항가능한 국내 공항이 부족해 대책 마련이 시급하다.,0
대한의사협회 박형욱 법제이사는 "1심 판결에 모호한 부분이 있었으나 항소심에서는 물리치료사의 한방의료행위 위법성 여부를 분명히 했다"며 "당분간 문제 제기는 적극적으로 하지 않겠지만 한의사 측에서 한방물리치료 행위에 대해 보다 주의를기울여 주길 바란다"고 말했다.,0
또한 삼성전자가 사상 최대 실적을 보이고 있고, 지금 경영 일선으로 돌아올 경우 별다른 성과없이 사면을 받았다는 비난 여론이 일 수 있다는 것도 복귀시점을 늦추는 데 한몫한 것으로 보인다.,0
한 여성이 가임기간(15~49세)동안 평균 몇 명의 자녀를 낳느냐를 나타내는 지표가 합계출산율이다.,0
기술보증기금(이하 기보)이 올해부터 문화완성보증 제도를 도입한다.,0
버지니아 경찰은 눈길에 파묻혀 정차된 차를 돕기 위해 길가에 있던 부자(父子)가 견인차에 부딪혀 숨졌다고 밝혔다.,0
정부의 학원 심야교습 단속이 시행되면서 학파라치 활동에 나서고 있는 A(55)씨는 학부모들이 자녀들을 과외방에 보낼 수밖에 없는 현실을 안타까워했다.,0
노인 일자리를 신청하라며, 하루 서너 시간씩 일주일에 4일 일하고 20만원을 준다는 내용이었다.,0
부산은행이 부산지역 16개 구군의 조손 가정과 소년소녀 가정, 독거노인 등 소외계층 3천세대의 설 차례상 지원을 위해 전국 전통시장에서 사용가능한 온누리상품권 1억5천만원 상당을 9일 부산시에 전달했다.,0
수산 분야 최고위 공무원, 사퇴 권유설 나돌아 수산 공무원 사기 저하되고 수산업 발전 막아 장 장관, 취임 1년 넘도록 공동어시장 방문 안해 이들 대표들은 지난 96년 해양수산부 출범 이후부터 수산에 대한 장차관의 무관심, 비전문가의 기용 등 왜곡된 인사행태로 인해 수산공직자들의 사기가 저하되고, 수산행정이 소외되어 일선 어촌에서 어업활동이 활기를 잃어가고 있다고 수산행정의 문제점을 지적했다.,0
이렇게 되면 김형오 국회의장의 말대로 대선을 한번 더 치르는 것과 다를 바 없다.,0
이씨는 강서구 대부분이 수용지구인 만큼 큰 소리만 치기보다는 주민들을 위한 정책에 힘을 쓸 수 있는 강력한 후보가 필요하다고 말했다.,0
[김상식의 세상 속으로] 민심과 반(反)민심, 그리고 설.,0
친이친박 '민심은 우리편' 아전인수 국민투표 총리해임 동조는 역풍 불러 정치인 중에 박 전 대표만큼 뚜렷한 정치소신과 확고한 원칙주의자는 없다.,0
덕천2동에 사는 주부 김정희(56)씨는 지역 발전도 좋지만 기본에 충실한 후보를 원한다며 접근성이 좋은 곳에 도서관을 많이 세워 주민들이 쉽게 이용할 수 있도록 했으면 한다고 말했다.,0
표 참조 그러나 올해는 추가합격 통보 기간이 예년보다 3일 짧아 일부 상위권 대학을 제외한 대학들이 추가 합격자 충원에 상당한 어려움을 겪을 것으로 보인다.,0
9일 지자체들에 따르면 현재 신청자 10명 가운데 6명가량이 60세 이상의 고령자로 나타났다.,0
김 추기경은 생전에 옹기는 음식물도 담지만 오물까지도 담고 수용하는 깊은 의미가 있는 그릇이라고 말했다.,0
선관위도 불법 트위터 단속에 적극 나서기로 했다.,0
투자자로부터 자금을 모아 3년간 기업 인수합병(M&amp;A) 활동만을 하는 서류상 회사인 SPAC(Special Purpose Acquisition Company)이 주식시장에 잇따라 상장된다.,0
부산의 경우 실업자 수는 전년 동월대비 5.4%(4천명) 증가한 8만명을 기록했고, 실업률은 4.8%로 전년 동월대비 0.2%포인트 증가했다.,0
올해는 국내 크루즈 관광객들이 타고 내리는 준모항화 입항이 전체 78회 중 28회에 이르러 국내 크루즈 관광 시대를 알리는 신호탄이 될 것으로 보인다.,0
(연합),0
6 2 지방선거 예비후보 설 연휴 '얼굴 알리기' 본격화.,0
부산일보사는 시민들의 건강하고 행복한 삶을 위해 동의대학교 부속한방병원과 공동으로 '부일한방교실 무료강좌'를 개최합니다.,0
미국 재무부는 이날 이란 혁명수비대의 4개 자회사와 관계자 1명에 대해 미국 내 자산을 동결했다고 밝혔다.,0
오마르는 또 이례적으로 미국을 칭찬하는 발언을 하기도 했다.,0
인터파크 관계자는 "다른 분야에 비해 실용서적의 판매량 증가는 그만큼 해당 분야에 대한 정보욕구가 크다는 방증"이라며 "디지털 디바이드(정보격차)를 줄이기 위한노력 아니겠느냐"고 말했다.,0
3년 후인 2013년이면 일본은 국민 4명 중 1명이 65세 이상의 고령자가 되는 시대를 맞이한다.,0
평론가시인의 사영문학자 등 10여명으로 구성 무의식의 주체 새롭게 조명할 수 있는 계기 마련 부산에서 자크 라캉을 연구하는 모임이 수년째 꾸려져 화제다.,0
지난 2007년에 결성된 얼토시 동인.,0
모토로라도 새 안드로이드 스마트폰 ' 뗑 '를 공개했다.,0
정상에서 오륙도도 보이고, 영도도 거침없이 눈에 들어온다.,0
